Time PVI,Tracer Concentration
0.0,5.0068303333872244e-05
0.1664688156979031,-0.7170809933877185
0.1664472128484959,0.08865912443664736
0.1665325164121684,0.02599091360785577
0.16686895732920642,-0.07795096860931006
0.16675591217140628,0.022051092737154443
0.1671876294435564,0.0863157745270775
0.16727828915356183,-0.06624555781758024
0.1671515346704896,0.46728881911978193
0.16715944739153538,0.05155777820131757
0.16733052300151527,0.02749599693800875
0.1677132699302942,0.18478693137086777
0.16774971210171097,0.09026186159617577
0.16783965205863868,-0.007525862626049928
0.16731348612150018,0.026425409085933604
0.16777535856804027,-0.3241755843509102
0.16774071167822519,0.029317161418331183
0.16816053119624855,-0.06792615114046652
0.16804636876041354,0.02040673433640572
0.1689573270785629,-0.001974197778002784
0.16837071763323352,0.057673511618540396
0.1685431925430127,0.027185121109458033
0.16912581523342124,0.05144602518670427
0.16933376565500668,0.06343763390360124
0.16949074167488992,0.040950175436187175
0.16979714829854758,-0.033614171306187046
0.16962241113442983,0.10462643247171843
0.16970468619193518,-0.03210974706297942
0.16952917560795697,3.3883790027900873
0.1695215871313573,0.037418405083536777
0.16993210337693868,0.02917721709444432
0.17069431255830164,0.0033391476361386285
0.17017982956973754,0.04692485431086513
0.17047021465221535,0.04650613833213446
0.17077240987331307,-0.007806248837561425
0.17048405973931582,0.3093372625338987
0.17050214979754547,0.1915045201682568
0.17053986248643047,-0.009997986616082866
0.1702845536992828,0.030968994835664287
0.17133637899547374,-0.016133152026962083
0.17112573332040515,0.03484942258573309
0.17189458280988676,1.1505185427229274
0.1718917176239673,-0.03857230474356488
0.17175734579142965,0.021032374628282446
0.1702909334313529,0.032071959237453984
0.17184254744068558,0.01854542204209131
0.17094347699249318,0.037898331036794075
0.17174346483755928,0.04981443912200789
0.17211023545744755,-0.03341223764702961
0.1719727645228722,0.0631357000800703
0.17220241744400927,0.024328489156237865
0.17088616141809032,0.15531294393393436
0.17094028736145297,0.04041173232667661
0.17179741371600968,-0.12227404802528974
0.17173566689040617,0.008658495407203093
0.1713859584044496,0.05312374505210915
0.171761682884465,0.04166687935108815
0.17265850399589833,0.09835951912083785
0.17277073754538375,0.010660124234099233
0.1724199121952458,0.026027867071713007
0.1714635466683921,0.045020270830414266
0.1722286949503882,0.047286943603557896
0.17287574231476108,0.01874698342224257
0.17239985268606464,0.042415011771889
0.17365841157575196,0.020403409143916362
0.17316780818790692,0.01649569488524838
0.1727794102680759,0.054005208558452145
0.17325738893780615,-0.016387393885980428
0.1731033640754625,-0.09018825991456891
0.1730322888368787,0.060291784495762335
0.17339771685819474,0.057091400627870104
0.1738435745340325,0.02653297462205184
0.17326824143100256,0.02717580005731557
0.17268578729042325,0.052373825632506144
0.17338529555305876,0.049908934811356054
0.17433851600905706,0.026657895019571165
0.1738299381477819,0.16572260500231373
0.17388370266354283,0.05129640014973336
0.17486204327851576,0.03923700154257459
0.17321518026774418,0.05086337799950991
0.1744145739765659,0.05543912293655828
0.1751467891455252,0.03995390390271836
0.1737448063873184,0.05797080043202285
0.17438480827595831,-0.09774244827619638
0.1743207730791479,0.05307745887385629
0.1755766261449304,0.04439611963301049
0.17317688887408958,0.05387197453495873
0.17449291093680766,2.2935687488491707
0.1744863719486926,0.10661086255482144
0.17461106462480971,0.03745182437701122
0.17395433768554033,0.06539042397372918
0.17444399836335184,0.10296407962342269
0.1745812398695503,-0.7190410232954212
0.17456117729937,0.005205493524253368
0.1743829055679115,0.06789494627242709
0.17484860584350823,0.041884521311901346
0.17408034444053372,0.07189797531555187
0.17446815638893265,0.05865815560419496
0.17578966601229554,0.04713152654751518
0.17455600791227596,0.059256532175684384
0.17596711419813751,0.044624661060136295
0.17517021680029476,0.0719998882993722
0.17560925175279263,0.029069082746398855
0.1753066614104342,0.03488638146110534
0.17492922729069876,0.06749941037722018
0.17560110703870213,0.04982282931799742
0.1744772198357534,0.09777783962748943
0.17465604283051156,0.06185326352934084
0.17639271867109904,0.04050391643524143
0.1759461773937486,0.03860033477634295
0.17555222854823488,0.07961961971777964
0.1759131740892035,0.049291654574527666
0.17515208864901363,0.07615202396556331
0.17561195645059405,0.043835186199249976
0.17513836852048614,0.06522842223057213
0.17681727146603637,0.0571275433650823
0.17498964230162167,0.06830264100291061
0.17613414890923162,0.01810006430148925
0.1759512615023161,0.07039585723776687
0.1769179973457847,-0.02525234665697451
0.17682206635694445,0.05848735044945419
0.17536625106276937,0.06990027259186893
0.1766713621302406,0.023150475400095294
0.17647849707374336,0.08956664473646125
0.17677882347418206,0.07294256976332647
0.17780802294938972,0.05826744428534525
0.17686982790819383,0.058385890424727416
0.17597590188915568,0.077950023395573
0.17668021331660844,0.06380783057151951
0.17480103386337717,0.07649084867837375
0.17570071285500766,0.08211102070150189
0.1762480914571826,0.07526659754383458
0.17743914761240273,0.08843124014695758
0.17782879953491568,0.0633291160542252
0.17673808830084228,0.059989800788924574
0.17602964249739778,0.08238198370709515
0.17669062569926638,0.0852813224988227
0.17723108721174724,0.06983961296755592
0.17398455151670264,0.07468164071120076
0.17731111469775088,0.08129328543262082
0.17820067822124788,-0.005825430345908433
0.17809657010047258,0.06306089047041563
0.17742453272844816,0.06915175386864503
0.17610902397127803,0.0837316245373767
0.17698211126617938,0.07037798657748529
0.17557112347006737,0.0959809221031469
0.17593649705416298,0.1026773981155289
0.1762109868633039,0.0842323553665929
0.1772011268248362,0.2781034393395384
0.17722824092952544,0.08273451121108355
0.1786873303957122,-0.04500545074162998
0.17861709219867997,0.06815544227800618
0.1779209356069046,0.1341372151102056
0.17804679576054577,0.07552281220344237
0.17637920718814706,0.09499114055955626
0.17687669606207757,0.07548305249395248
0.175451458955347,0.0833457835392718
0.1786358093939783,0.11807683557956239
0.17882858826987535,0.07088717236188169
0.17816563245522413,0.02765310998431869
0.178021353926052,0.09142572252578063
0.1789062882342642,0.045345031521275
0.1787045049860343,0.07848707892704998
0.17744037288957257,0.08948651356963777
0.1789931518842577,0.10545364403352697
0.1793493460282789,0.08223946840057783
0.17740873420689535,0.18226897433313383
0.17747554660091724,0.0906068370055052
0.17940412289328886,-0.025006056175385538
0.17932893378564513,0.0648072116783549
0.1790041465303263,0.08360902510295154
0.17753768731305614,0.09267146154066086
0.17953441447924579,0.08727157612655956
0.17648509404268573,0.09286321638682526
0.17902024295049238,0.1112839707191855
0.17936222334641783,0.08633645672423984
0.1778273968372573,0.09640219554660012
0.17930991931987336,0.08936444453535031
0.17659928189639273,0.09484299370234373
0.17953342077380774,0.10576308666183454
0.18009136936201045,0.05850721128954306
0.17987490845352797,0.08618278221461162
0.17897634624222997,0.12812099306342584
0.17918452839717655,-0.07288364594976571
0.17913140206146666,0.1413277440169558
0.17928075945068023,0.2592159016470589
0.17931523429768376,0.10283840272271105
0.18051209115337447,1.2116946844820986
0.18050857100233164,0.09379402394093972
0.17885487365667252,0.12129721915031133
0.17916303445316414,0.1045159881597646
0.18046440782840467,0.11409719403051855
0.18095195413568055,0.0937822620736376
0.1798470736111169,0.10556864024208468
0.1813472764621042,0.08813542791100137
0.18080254468747045,0.09368652405312827
0.1799445669575817,0.1415819732848106
0.18011848141136388,0.10783465286683891
0.18159591635507347,0.08664379883805162
0.18116634466903522,0.11235165667298186
0.18203828721581797,0.09852994593133324
0.1809280469412183,0.09965364107472408
0.17970223297182789,0.11122901105706562
0.18103266627759587,0.12018918212220875
0.18154031751363836,0.06205287668761961
0.18137215816345753,0.07713059572454628
0.1811287862748532,0.12514225420181113
0.18153612190204144,0.10383946741001548
0.18005195093490223,0.11278205927284035
0.18193376603102113,0.10453922994814768
0.18053067392484168,0.11433721352050008
0.18216801538397753,0.09331934370290818
0.1817501618913678,0.10674545941134594
0.1801450475931147,0.11776008713246722
0.1812712309528778,0.11785478211066802
0.18246130590372184,0.1455110752102733
0.18266531051267737,0.1789161395227329
0.18276245377783126,0.10585964592976316
0.18187116059187344,0.12276892997568123
0.1826946612217368,0.11287012057279766
0.1792673170193229,0.1172123734028061
0.1827661407626407,0.11223087199985293
0.18079820763384705,0.11965388851606062
0.1828101433876843,-0.2676532611533067
0.18278192471893887,0.1578255681025036
0.18294496823264142,0.14808104826545088
0.18316742269934183,0.05326228196483829
0.18305070229856682,0.11452165806949088
0.18158607930665277,0.1263655177632922
0.18262936829371934,0.10227367724362624
0.18223213609243452,0.12694033977624264
0.18334993839724742,-0.030650876924176007
0.18329422648240995,0.061883414139253023
0.18316886329231893,0.07262705363649535
0.18302023041007784,0.15148017861094765
0.18325607095279592,0.1429626916265223
0.18360898980568943,0.11043805139534468
0.1831077115267229,0.109833359245057
0.1826434747323743,0.14746767827794638
0.18294868713621315,0.14105032106694038
0.18339810692150693,0.11531259120787762
0.18277436922410725,0.13972432649054667
0.18330706350185502,0.16351791964309503
0.18348852971934573,0.3592576512220583
0.18350830694806144,0.13719308176264566
0.18429681567937195,0.12045075753605372
0.1835063182182158,0.1389333478661391
0.1842447849418622,0.149750198807294
0.18458876166239568,0.07649779264348844
0.18445342302168216,0.12927595911069867
0.18168526763073528,0.13466748955980656
0.18432620473290398,0.14182902419572674
0.18506369216467483,0.12467309624229805
0.18427834950669106,0.14329372371157545
0.18500384649161364,0.09664809450349765
0.1848152229207429,0.1311192691991001
0.1832009592178477,0.14239623332810725
0.18421644106551927,0.14934685069897913
0.18472591303960242,0.15078162623759706
0.18520152806781545,0.12152611582045902
0.1847655903381785,0.12616706638361952
0.18418068463822038,0.15337465764750535
0.18462275083731094,0.1601125602034178
0.18493137200609594,0.14774359790112201
0.18573195025466704,0.11025117902525805
0.18549589061142582,0.09085438265719958
0.18535064735101592,0.1347701063540636
0.18430078591020874,0.14709249049140372
0.18553338534902603,0.13784243939647556
0.18399371356769484,0.14611574468657962
0.18590955044862706,0.13729905606451676
0.18477271634037618,0.1510963147501101
0.1856708545661285,0.13917950495052955
0.18434590150865734,0.15429160068513625
0.18503297431444127,0.1386536971085982
0.18398742666796927,0.1486700513341983
